cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
663,498,63,2015-05-24,0.0249,165367.64772477292,247848.06,82480.41227522709,12657.139072381857,16,Baixa,Validação documentos
727,457,63,2016-10-03,0.0111,92949.74015650112,163489.66,70539.91984349888,1719.6463428674842,83,Média Alta,Validação documentos
894,260,63,2010-05-30,0.0126,90752.09236987992,128050.14,37298.04763012007,7111.479248496605,14,Média,Validação documentos
1399,331,63,2022-08-10,0.0182,146571.5930479241,247210.52,100638.92695207588,4239.905337194121,55,Média,Validação documentos
499,378,64,2019-10-05,0.0204,43067.445072777184,53713.47,10646.024927222816,14945.474805435357,3,Média,Validação documentos
764,693,64,2019-06-04,0.0127,94354.8802872629,121454.58,27099.699712737096,2042.71078997162,70,Muito Alta,Validação documentos
985,123,64,2010-05-31,0.0114,54182.107060806346,68353.22,14171.11293919366,942.3585735094312,94,Extrema,Validação documentos
1075,647,64,2011-10-03,0.0139,28527.403972173888,41765.89,13238.486027826111,651.2672269233065,68,Média Alta,Validação documentos
1111,866,64,2020-02-29,0.0162,170587.1879187339,205008.03,34420.842081266106,4227.085751580891,66,Baixa,Validação documentos
1192,258,64,2020-10-29,0.0098,79972.88008657019,128911.67,48938.789913429806,1360.4696269345916,88,Muito Baixa,Validação documentos
1986,767,64,2022-06-21,0.0123,107348.68461946287,182012.52,74663.8353805371,3288.051670795293,42,Média,Validação documentos
1992,772,64,2016-06-19,0.0134,48615.19956748064,84580.69,35965.490432519364,2671.3626761794026,21,Extrema,Validação documentos
466,429,65,2012-11-30,0.0165,176947.37082628388,243282.66,66335.28917371611,6427.955709109865,37,Alta,Validação documentos
474,247,65,2018-06-14,0.0187,160135.8855393251,194338.25,34202.3644606749,3539.353504459483,101,Extrema,Validação documentos
720,792,65,2013-09-08,0.0152,160577.9606872507,202934.93,42356.96931274928,4805.866124190952,47,Alta,Validação documentos
797,303,65,2019-07-22,0.0195,83840.0376777202,141952.08,58112.042322279776,1817.4287008335743,119,Baixa,Validação documentos
1298,427,65,2014-09-22,0.0223,80972.78775218334,138074.27,57101.482247816646,1976.5833367965292,111,Baixa,Validação documentos
1811,772,65,2018-05-30,0.0165,126627.6469983979,194956.96,68329.31300160209,5385.468454587392,30,Média,Validação documentos
35,72,66,2020-04-06,0.0112,4518.38123443194,5668.8,1150.4187655680585,194.85206617149356,27,Extrema,Validação documentos
1052,519,66,2017-01-15,0.0122,134593.1617180826,185262.8,50669.638281917374,3779.704009781062,47,Alta,Validação documentos
1072,650,66,2012-11-08,0.017,5222.651013986288,9443.42,4220.7689860137125,703.754858146188,8,Média Alta,Validação documentos
1480,453,66,2010-12-22,0.0189,37387.57895042693,66916.64,29529.061049573076,3270.6923088434605,13,Média Alta,Validação documentos
1576,843,66,2012-09-07,0.0131,142097.95470598165,227374.9,85276.94529401833,7783.880475397411,21,Média Alta,Validação documentos
1710,483,66,2015-05-16,0.0128,107807.31379468148,215518.86,107711.54620531852,1763.152336884669,120,Média Alta,Validação documentos
1978,443,66,2021-07-12,0.0095,42019.73715519464,51632.31,9612.572844805356,771.9003211652639,77,Baixa,Validação documentos
1997,100,66,2010-10-13,0.0243,114705.95859776928,183412.54,68706.58140223073,3030.9847067378646,105,Média,Validação documentos
384,521,67,2015-08-17,0.0165,126905.43291499984,198751.32,71845.88708500015,3747.175970580883,50,Baixa,Validação documentos
1003,510,67,2011-04-12,0.0169,53343.50679313542,90077.73,36734.223206864575,4310.719808880538,14,Alta,Validação documentos
1506,967,67,2015-04-10,0.0164,21632.98832692716,31454.17,9821.181673072839,1548.1953997174596,16,Muito Baixa,Validação documentos
1712,398,67,2014-04-18,0.0248,62315.23496307585,77901.3,15586.065036924154,3989.795401706037,20,Média Alta,Validação documentos
44,783,68,2010-08-29,0.0125,161718.06868494707,215887.8,54169.73131505293,10618.446243802808,17,Baixa,Validação documentos
245,253,68,2020-07-03,0.0162,19945.23957861969,23755.74,3810.500421380312,4184.992404917718,5,Alta,Validação documentos
341,903,68,2016-10-11,0.0114,121703.01413385716,154883.11,33180.09586614282,123090.42849498232,1,Média,Validação documentos
692,315,68,2020-08-22,0.0155,136288.5224585013,205051.67,68763.14754149869,2531.018686012312,117,Alta,Validação documentos
931,39,68,2013-02-12,0.0201,62880.99867323072,120235.95,57354.95132676928,1499.5067852433565,93,Média,Validação documentos
1324,545,68,2022-01-14,0.015,98895.85282879887,188489.14,89593.28717120114,3575.3219883285747,36,Muito Alta,Validação documentos
1419,104,68,2021-06-25,0.0221,1208.6922634979512,1608.9,400.2077365020489,30.945610266615528,91,Alta,Validação documentos
1592,357,68,2020-02-08,0.0109,179134.53713010668,239219.58,60085.04286989332,10016.988131756076,20,Extrema,Validação documentos
502,445,69,2020-09-06,0.0222,24748.492342082114,40543.55,15795.057657917892,8618.455725456624,3,Média Alta,Validação documentos
659,520,69,2020-05-03,0.012,20736.80378212261,35307.54,14570.736217877393,1617.9520633595969,14,Média Alta,Validação documentos
990,496,69,2014-08-18,0.0089,111385.35597165657,146883.76,35498.404028343444,22875.382397228503,5,Muito Alta,Validação documentos
1091,967,69,2014-12-02,0.0085,90643.9741019394,136585.04,45941.0658980606,1552.7256891313723,81,Alta,Validação documentos
1789,467,69,2013-12-07,0.0185,119494.47527653494,172453.13,52958.65472346506,3200.9665410704106,64,Baixa,Validação documentos
1953,451,70,2019-11-18,0.0146,76753.4813221373,132048.13,55294.6486778627,1451.5452483971185,102,Baixa,Validação documentos
772,67,71,2014-06-15,0.0204,172345.41610404578,225537.64,53192.22389595422,4066.5994685513538,99,Extrema,Validação documentos
1056,857,71,2012-10-17,0.0233,7978.488054834132,13850.05,5871.561945165868,212.65380431486903,90,Muito Baixa,Validação documentos
1086,697,71,2010-11-30,0.0084,39829.40664460073,47152.24,7322.833355399271,598.0141014055225,98,Extrema,Validação documentos
1536,197,71,2021-10-19,0.0087,115504.68713126378,220508.17,105003.48286873625,1816.56922965432,93,Alta,Validação documentos
1706,790,71,2015-03-28,0.0186,89739.30161462014,140752.04,51012.738385379846,2920.045673821731,46,Baixa,Validação documentos
959,274,72,2016-11-28,0.0209,8101.3743710100625,13208.09,5106.715628989938,1450.700370081354,6,Muito Baixa,Validação documentos
963,328,72,2012-04-27,0.0104,134884.60230787058,213373.63,78489.02769212944,136287.4021718729,1,Muito Alta,Validação documentos
989,572,72,2014-03-21,0.0186,107061.68835862452,155623.0,48561.31164137548,2449.153883758995,91,Média Alta,Validação documentos
1369,338,72,2013-08-30,0.0128,42079.17352023551,81806.23,39727.05647976448,1912.8882265109476,26,Média Alta,Validação documentos
1584,322,72,2014-12-31,0.0203,35841.41748906259,64959.17,29117.75251093741,863.5058986209443,92,Extrema,Validação documentos
16,981,73,2020-11-23,0.0092,38057.25947332349,74565.7,36508.44052667651,1118.4822348923203,41,Alta,Validação documentos
138,490,73,2021-01-26,0.0105,7254.413203938348,8976.72,1722.306796061652,130.3995741736722,84,Alta,Validação documentos
579,407,73,2015-04-19,0.0115,90329.7304021135,156474.35,66144.6195978865,2196.7393543925577,56,Média,Validação documentos
601,652,73,2017-08-26,0.0221,17368.031083367394,21074.37,3706.338916632604,437.4872412643726,96,Muito Alta,Validação documentos
765,313,73,2012-08-08,0.0189,88232.10579292393,162005.1,73772.99420707606,5828.5008126004905,18,Baixa,Validação documentos
947,140,73,2021-08-15,0.0105,137099.43229617106,184068.72,46969.28770382894,2501.9927890821,82,Média,Validação documentos
999,104,73,2015-11-08,0.0249,28303.16188861406,53128.03,24824.868111385935,1079.7318376970104,43,Baixa,Validação documentos
1037,442,73,2022-01-20,0.0156,144531.28174559496,188545.92,44014.638254405065,5171.014487667303,37,Muito Baixa,Validação documentos
1153,501,73,2020-05-12,0.022,2353.696615419501,3488.27,1134.5733845804984,69.39890194263393,63,Média Alta,Validação documentos
1588,889,73,2011-07-23,0.0146,19969.455360110795,28148.71,8179.254639889204,3500.36975271341,6,Muito Baixa,Validação documentos
1667,684,73,2013-11-18,0.012,118073.1824320438,178655.96,60582.77756795618,2710.7867083090264,62,Extrema,Validação documentos
887,989,74,2020-06-23,0.0186,14742.671964173413,18687.04,3944.36803582659,328.12495012112373,98,Muito Baixa,Validação documentos
1825,430,74,2013-07-27,0.0188,191084.07504986445,230874.08,39790.00495013553,4070.3549850348927,115,Média Alta,Validação documentos
1993,765,74,2016-12-22,0.0161,156096.67100961512,195335.64,39238.96899038488,3138.539270447037,101,Baixa,Validação documentos
99,588,76,2019-04-06,0.0218,49638.64337564942,98332.09,48693.446624350574,1242.2426088733564,95,Muito Baixa,Validação documentos
489,42,76,2020-04-13,0.012,17452.674866330657,28326.94,10874.265133669343,628.1627532373082,34,Baixa,Validação documentos
538,457,76,2014-08-04,0.01,149087.74472274276,177171.7,28083.95527725725,3690.82110870714,52,Média,Validação documentos
729,768,76,2014-09-11,0.0179,86828.39260437395,107021.35,20192.95739562605,1828.1040345060765,107,Média,Validação documentos
806,433,76,2016-08-09,0.0105,86911.3951603963,152189.73,65278.3348396037,1665.5939070824531,76,Baixa,Validação documentos
909,177,76,2016-12-24,0.0211,35356.98286148417,61462.35,26105.367138515838,1027.6073207823113,62,Extrema,Validação documentos
1114,545,76,2014-05-29,0.0147,143079.42419091883,182739.35,39659.92580908117,3568.396315685523,61,Média,Validação documentos
1237,676,76,2022-08-21,0.0111,60455.78036651921,115572.93,55117.14963348078,1110.3541486147085,84,Média Alta,Validação documentos
1574,494,76,2017-06-29,0.0129,113387.00298835244,151837.65,38450.64701164757,3793.554958594579,38,Média Alta,Validação documentos
1725,923,76,2019-08-01,0.0158,38494.163753886285,47082.59,8588.426246113715,845.7776271748724,81,Média Alta,Validação documentos
1973,893,76,2014-10-25,0.0115,107199.25837385171,141694.47,34495.21162614827,2789.9771748171447,51,Média Alta,Validação documentos
1982,531,76,2022-05-21,0.0203,86822.74987455079,136106.33,49283.5801254492,3002.6700435604744,44,Média Alta,Validação documentos
877,630,77,2020-04-22,0.0098,14004.696808193718,18885.91,4881.213191806281,213.0068667587084,106,Alta,Validação documentos
1270,501,77,2010-05-09,0.0089,113531.16222127165,143216.91,29685.747778728368,3317.0929115832128,41,Muito Alta,Validação documentos
1471,196,77,2016-01-09,0.0088,162995.5192310876,232447.69,69452.1707689124,7859.14897559515,23,Muito Alta,Validação documentos
1606,471,77,2018-09-14,0.0243,100544.92893867187,132337.01,31792.08106132813,2635.6988862702115,109,Média Alta,Validação documentos
609,513,78,2010-03-10,0.0176,148922.93128598423,226481.53,77558.59871401577,38883.17418364788,4,Média Alta,Validação documentos
751,387,78,2013-01-04,0.0179,10569.279052888183,12704.21,2134.930947111815,511.98015799298247,26,Média,Validação documentos
1454,243,78,2010-02-16,0.0244,18572.257652521177,33236.37,14664.112347478824,1140.7576102284524,21,Extrema,Validação documentos
80,767,79,2011-01-15,0.0158,15438.61917250406,24044.68,8606.06082749594,417.4470657711009,56,Baixa,Validação documentos
1241,551,79,2018-12-12,0.0168,48477.52396019726,59741.43,11263.906039802749,1024.9607244394504,95,Média Alta,Validação documentos
287,841,80,2014-12-28,0.0103,23795.01983584422,38379.64,14584.62016415578,391.45870134740073,96,Muito Baixa,Validação documentos
380,151,80,2012-05-24,0.0202,24299.624346805063,35011.19,10711.56565319494,544.356420637543,116,Baixa,Validação documentos
1087,86,80,2011-02-21,0.0181,141117.54046254032,168527.69,27410.14953745968,3680.85306950107,66,Extrema,Validação documentos
1784,261,80,2011-07-19,0.0194,104959.12076667286,150137.72,45178.599233327135,2304.059093114064,112,Muito Alta,Validação documentos
112,379,81,2010-07-16,0.0147,4014.156373603319,6914.3,2900.1436263966816,73.30801509741502,112,Média Alta,Validação documentos
146,666,81,2018-05-31,0.0211,163973.74163714802,224240.67,60266.92836285199,4304.302337743508,78,Muito Alta,Validação documentos
1143,681,81,2010-12-03,0.0206,61946.48248707177,78942.57,16996.087512928236,1408.370641621858,116,Muito Baixa,Validação documentos
1203,788,81,2015-08-24,0.019,15672.888568793423,31093.89,15421.001431206576,643.6412878100102,33,Média Alta,Validação documentos
1333,870,81,2017-11-03,0.0166,36158.1199225316,68839.18,32681.06007746839,769.4028790947043,92,Extrema,Validação documentos
1778,154,81,2016-11-13,0.0154,59454.69172896171,87337.04,27882.348271038285,3089.4058986114665,23,Muito Alta,Validação documentos
406,487,82,2017-04-29,0.0153,99008.81098702867,196146.98,97138.16901297132,1807.0026778640129,120,Muito Alta,Validação documentos
1101,968,82,2015-01-13,0.0131,94186.21588504882,138555.04,44368.8241149512,5907.7517464170605,18,Média Alta,Validação documentos
1429,86,82,2010-12-31,0.0103,20872.370635316594,29297.42,8425.049364683406,324.50202972887547,106,Média Alta,Validação documentos
1881,96,82,2011-01-03,0.0096,163693.24609043705,204658.91,40965.663909562965,2391.806093094115,112,Muito Alta,Validação documentos
114,270,83,2021-04-07,0.0144,115692.95001062474,226264.07,110571.11998937526,2571.542462695068,73,Média Alta,Validação documentos
808,854,83,2011-06-24,0.0178,88519.59344138738,124590.29,36070.69655861261,13561.908440856418,7,Média Alta,Validação documentos
832,30,83,2015-11-02,0.0229,58703.7966146181,116526.02,57822.22338538191,1671.8062122704828,72,Média,Validação documentos
1380,457,83,2013-11-30,0.0115,82770.0214247883,155250.72,72480.6985752117,1541.9808622640155,84,Muito Baixa,Validação documentos
1603,57,83,2012-11-10,0.0144,131949.64038855402,165245.49,33295.84961144598,3139.686460309953,65,Muito Alta,Validação documentos
1694,380,83,2016-12-01,0.0211,178018.87294643122,246290.84,68271.96705356878,4542.435360606246,84,Extrema,Validação documentos
616,617,84,2012-02-27,0.012,113420.79692876012,163020.72,49599.92307123987,1887.8609699272051,107,Alta,Validação documentos
619,690,84,2018-11-16,0.0139,46260.24535778139,68085.27,21825.024642218614,1272.2785988770486,51,Média Alta,Validação documentos
783,168,84,2020-10-14,0.0167,68262.44566842253,128315.08,60052.634331577465,1602.8121612838186,75,Alta,Validação documentos
1157,648,84,2018-09-20,0.024,78447.70848017235,99704.19,21256.481519827656,4799.447886827362,21,Muito Baixa,Validação documentos
1377,901,84,2011-07-06,0.015,1246.8464296391971,1825.43,578.583570360803,42.4608936091317,39,Muito Alta,Validação documentos
1498,756,84,2014-03-08,0.0129,53892.396827820645,93705.03,39812.633172179354,987.4060861936941,95,Muito Baixa,Validação documentos
1707,677,84,2013-09-24,0.0243,49442.53364678291,67691.33,18248.796353217087,1625.0404515606117,56,Muito Baixa,Validação documentos
1716,366,84,2014-06-28,0.0155,32782.294753468654,60601.82,27819.52524653135,605.1687678559875,119,Alta,Validação documentos
284,457,85,2013-07-16,0.0108,163357.6672756568,226341.32,62983.652724343214,3135.338744514372,77,Baixa,Validação documentos
533,693,85,2018-06-12,0.0132,5386.3779503016685,7743.1,2356.722049698331,108.66484202427424,81,Muito Baixa,Validação documentos
618,545,85,2010-06-01,0.0194,68264.03326332511,128761.57,60497.536736674905,2391.3189440664164,42,Extrema,Validação documentos
686,706,85,2019-02-11,0.0105,136282.7563564527,176759.82,40477.06364354728,2095.001501733296,110,Muito Baixa,Validação documentos
914,300,85,2018-01-31,0.0194,4675.593496499347,5526.89,851.2965035006541,193.1688878319062,33,Média Alta,Validação documentos
355,722,86,2011-10-17,0.0135,68082.72334171663,104413.53,36330.80665828336,3025.7943729395306,27,Alta,Validação documentos
612,76,86,2020-10-23,0.0118,75992.31252232163,117110.56,41118.24747767837,1862.0911361893889,56,Extrema,Validação documentos
698,272,86,2020-08-17,0.0247,126164.55942622444,178587.31,52422.75057377554,3528.4269990161074,88,Baixa,Validação documentos
1011,292,86,2022-09-06,0.0121,62126.60707974435,121550.6,59423.992920255645,1235.0945838615237,78,Muito Alta,Validação documentos
1190,15,86,2014-07-23,0.0163,38683.035302739605,69288.88,30605.844697260403,1005.5717661933132,61,Média,Validação documentos
